Wave,Degree,Sign,Planet,Note,Sabian Symbol ,Chandra Symbol,Personal Question 
1,20,Aries,South Node,"20° (Integrated Memory): Warrior inheritance tempers into conscious initiation, no longer compulsion. — The South Node in Aries under Wave 1 carries karmic memory of untempered self-assertion and survival instinct. The soul arrives with the reflex to charge first and ask later — a raw pattern of “I act, therefore I am.” Wave 1 amplifies this into the default spark: courage mixed with impulsivity. The task is to recognize this inheritance not as identity itself but as a launchpad toward more conscious expressions of will.",21  A pugilist entering the ring. ,21. Pastel flags fluttering in the breeze.,What bold confrontation is softened by a deeper resonance?
1,0,Taurus,South Node,"0° (Emergent Memory): Immediate return to comfort, food, and body — safety in simplicity. — The South Node in Taurus under Wave 1 carries the karmic habit of security-seeking and clinging to the familiar. The soul arrives with ancestral memory of rooting in the body, possessions, or material comfort. Wave 1 reignites this inheritance as inertia: the reflex to resist change. The work is to release the fear of loss while keeping the gift of grounded presence.",1  A clear mountain stream.,1. A red garnet ring. The garnets glow.,What clarity is being concentrated into a talisman of power?  
1,10,Taurus,South Node,"10° (Formative Memory): Patterns form around possession and survival through resources. — The South Node in Taurus under Wave 1 carries the karmic habit of security-seeking and clinging to the familiar. The soul arrives with ancestral memory of rooting in the body, possessions, or material comfort. Wave 1 reignites this inheritance as inertia: the reflex to resist change. The work is to release the fear of loss while keeping the gift of grounded presence.",11  A woman sprinkling flowers.,11. A woman with flames for hair.,What gentle action conceals your burning intention?
1,20,Taurus,South Node,"20° (Integrated Memory): Inheritance transforms into calm stability — presence without fixation. — The South Node in Taurus under Wave 1 carries the karmic habit of security-seeking and clinging to the familiar. The soul arrives with ancestral memory of rooting in the body, possessions, or material comfort. Wave 1 reignites this inheritance as inertia: the reflex to resist change. The work is to release the fear of loss while keeping the gift of grounded presence.",21  A finger pointing in an open book.,21. A statue of Hermes decked with brightly colored garlands.,What message is being highlighted by myth and memory?
1,0,Gemini,South Node,"0° (Emergent Memory): Instinctual chatter, nervous adaptability, a quicksilver mind that never rests. — The South Node in Gemini under Wave 1 carries karmic memory of cleverness, words, and scattering. The soul remembers lifetimes of explaining, adapting, and dividing, often at the cost of depth. Wave 1 reignites this reflex as restless mental spark. The work is to transform curiosity into dialogue that builds bridges rather than disperses.",1   A glass-bottomed boat in still water.,1. Knots in a cord. They are a message in code.,What submerged truth is rising through symbols and silence? 
1,10,Gemini,South Node,"10° (Formative Memory): Old scripts mature into analysis and perpetual information-gathering. — The South Node in Gemini under Wave 1 carries karmic memory of cleverness, words, and scattering. The soul remembers lifetimes of explaining, adapting, and dividing, often at the cost of depth. Wave 1 reignites this reflex as restless mental spark. The work is to transform curiosity into dialogue that builds bridges rather than disperses.",11  A new path of realism in experience.,11. A stag with golden horns.,What majestic perception is grounding into your next step?
1,20,Gemini,South Node,"20° (Integrated Memory): Cleverness crystallizes into skillful dialogue — mind becomes conscious bridge, not distraction. — The South Node in Gemini under Wave 1 carries karmic memory of cleverness, words, and scattering. The soul remembers lifetimes of explaining, adapting, and dividing, often at the cost of depth. Wave 1 reignites this reflex as restless mental spark. The work is to transform curiosity into dialogue that builds bridges rather than disperses.",21  A labour demonstration.,21. Wine casks retrieved from an ancient shipwreck.,What collective passion are you uncovering from ancient depths?
1,0,Cancer,South Node,"0° (Emergent Memory): Immediate reversion to safety in family, home, or bonds. — The South Node in Cancer under Wave 1 carries ancestral imprints of bonding, protection, and retreat. The soul defaults to safety through belonging, mothering, or clinging to the past. Wave 1 reignites these instincts as primal attachment to comfort and memory. The task is to honor nurturing while loosening the grip of dependency.",1   A furled and unfurled flag displayed from a vessel.,1. A potter at work.,What identity are you shaping that flows from hidden craftsmanship?  
1,10,Cancer,South Node,"10° (Formative Memory): Protective shell hardens; identity built around caregiving or withdrawal. — The South Node in Cancer under Wave 1 carries ancestral imprints of bonding, protection, and retreat. The soul defaults to safety through belonging, mothering, or clinging to the past. Wave 1 reignites these instincts as primal attachment to comfort and memory. The task is to honor nurturing while loosening the grip of dependency.",11 A clown making grimaces.,11. Monstrosities in glass jars at a side show.,What distortions are asking to be laughed into healing?
1,20,Cancer,South Node,"20° (Integrated Memory): Inheritance transforms into conscious nurturing — safe harbor offered, not demanded. — The South Node in Cancer under Wave 1 carries ancestral imprints of bonding, protection, and retreat. The soul defaults to safety through belonging, mothering, or clinging to the past. Wave 1 reignites these instincts as primal attachment to comfort and memory. The task is to honor nurturing while loosening the grip of dependency.",21 A Prima Donna singing.,21. High up on a mountain an eagle’s nest.,What sovereign voice are you lifting to its rightful height?
1,0,Leo,South Node,"0° (Emergent Memory): Reflex to stand in spotlight, even without substance. — The South Node in Leo under Wave 1 carries karmic habits of pride, drama, and self-expression. The soul remembers being the “central flame” — demanding recognition without always questioning purpose. Wave 1 reignites this as reflexive self-display. The task is to temper the need for spotlight into authentic radiance.",1   A case of apoplexy.,1. A divorced husband and wife enjoying each other’s company.,What explosive charge can now be released in peaceful presence? 
1,10,Leo,South Node,"10° (Formative Memory): Identity patterns form around recognition, creativity, leadership. — The South Node in Leo under Wave 1 carries karmic habits of pride, drama, and self-expression. The soul remembers being the “central flame” — demanding recognition without always questioning purpose. Wave 1 reignites this as reflexive self-display. The task is to temper the need for spotlight into authentic radiance.",​11 Children on a swing in a huge oak tree.,11. A boy removing a thorn from his foot.,What joyful innocence is healing an old pain?
